model_name,architecture,attention_type,epoch,train_loss,train_accuracy,test_loss,test_accuracy,cumulative_training_time
MLP - Control,MLP, Control,73,0.03504878282546997,0.9886839389801025,5.071950435638428,0.5428000092506409,14.842598628997802
MLP - Control,MLP, Control,74,0.03889893740415573,0.9884624481201172,5.173118591308594,0.5321999788284302,15.045921897888183
MLP - Control,MLP, Control,75,0.08468887209892273,0.9742066264152527,5.1121039390563965,0.5313000082969666,15.249245166778564
MLP - Control,MLP, Control,76,0.12841792404651642,0.962226152420044,4.987996578216553,0.5169999599456787,15.452568435668946
MLP - Control,MLP, Control,77,0.10858646780252457,0.9666961431503296,5.121407508850098,0.534500002861023,15.655891704559327
MLP - Control,MLP, Control,78,0.08519767224788666,0.9735824465751648,5.209890842437744,0.5349999666213989,15.859214973449706
MLP - Control,MLP, Control,79,0.05926273763179779,0.9810324907302856,5.169204235076904,0.5374000072479248,16.06253824234009
MLP - Control,MLP, Control,80,0.07005220651626587,0.9784753322601318,5.179734230041504,0.5374000072479248,16.26586151123047
MLP - Control,MLP, Control,81,0.058797791600227356,0.9807103276252747,5.196422100067139,0.5403000116348267,16.469184780120848
MLP - Control,MLP, Control,82,0.03986988961696625,0.9874153733253479,5.216790676116943,0.5382999777793884,16.67250804901123
MLP - Control,MLP, Control,83,0.05021146312355995,0.983529269695282,5.234742641448975,0.5357999801635742,16.87583131790161
MLP - Control,MLP, Control,84,0.06379193067550659,0.9805291295051575,5.388962745666504,0.529699981212616,17.079154586791994
MLP - Control,MLP, Control,85,0.06006325036287308,0.9811936020851135,5.295160293579102,0.5356999635696411,17.282477855682373
MLP - Control,MLP, Control,86,0.05361129343509674,0.9826433062553406,5.3932623863220215,0.5392999649047852,17.485801124572752
MLP - Control,MLP, Control,87,0.0693102478981018,0.9785558581352234,5.4632720947265625,0.5374999642372131,17.689124393463135
MLP - Control,MLP, Control,88,0.06498559564352036,0.9797236919403076,5.479377746582031,0.5424000024795532,17.892447662353515
MLP - Control,MLP, Control,89,0.08239809423685074,0.9748710989952087,5.486579418182373,0.5357999801635742,18.095770931243898
MLP - Control,MLP, Control,90,0.09075530618429184,0.9723139405250549,5.429661750793457,0.5236999988555908,18.299094200134277
MLP - Control,MLP, Control,91,0.06332941353321075,0.9810929298400879,5.4202094078063965,0.5313999652862549,18.502417469024657
MLP - Control,MLP, Control,92,0.052364032715559006,0.9834890365600586,5.572200298309326,0.5367000102996826,18.70574073791504
MLP - Control,MLP, Control,93,0.05325613170862198,0.9833279252052307,5.607949733734131,0.536799967288971,18.90906400680542
MLP - Control,MLP, Control,94,0.05507834628224373,0.9824017286300659,5.541264533996582,0.5404999852180481,19.112387275695802
MLP - Control,MLP, Control,95,0.04681992158293724,0.9847978353500366,5.622256755828857,0.5367000102996826,19.31571054458618
MLP - Control,MLP, Control,96,0.05265990272164345,0.9840729236602783,5.729222774505615,0.53329998254776,19.51903381347656
MLP - Control,MLP, Control,97,0.06542135775089264,0.9800056219100952,5.7671589851379395,0.5306000113487244,19.722357082366944
MLP - Control,MLP, Control,98,0.06870657205581665,0.9791398048400879,5.696157455444336,0.5286999940872192,19.925680351257324
MLP - Control,MLP, Control,99,0.07388840615749359,0.9778310060501099,5.685035228729248,0.5386999845504761,20.129003620147706
MLP - Control,MLP, Control,100,0.07090787589550018,0.9779115319252014,5.793753623962402,0.5322999954223633,20.332326889038086
CNN - Control,CNN, Control,1,1.7256221771240234,0.38365817070007324,1.545815348625183,0.4309999942779541,0.6238416814804078
CNN - Control,CNN, Control,2,1.4642391204833984,0.4774886965751648,1.412343978881836,0.49049997329711914,1.2476833629608155
CNN - Control,CNN, Control,3,1.3646425008773804,0.5173566341400146,1.3481093645095825,0.5167999863624573,1.8715250444412233
CNN - Control,CNN, Control,4,1.3115745782852173,0.5351763963699341,1.3021790981292725,0.5345999598503113,2.495366725921631
CNN - Control,CNN, Control,5,1.2691203355789185,0.5494321584701538,1.2738893032073975,0.5460999608039856,3.1192084074020388
CNN - Control,CNN, Control,6,1.2305138111114502,0.5665874481201172,1.251858115196228,0.5471000075340271,3.7430500888824465
CNN - Control,CNN, Control,7,1.2138603925704956,0.5734334588050842,1.2232950925827026,0.5654000043869019,4.366891770362854
CNN - Control,CNN, Control,8,1.1734212636947632,0.5857160091400146,1.1892530918121338,0.576200008392334,4.990733451843262
CNN - Control,CNN, Control,9,1.148382544517517,0.5971327424049377,1.18605375289917,0.5828999876976013,5.61457513332367
CNN - Control,CNN, Control,10,1.1294784545898438,0.6057506203651428,1.1537150144577026,0.5940999984741211,6.2384168148040775
CNN - Control,CNN, Control,11,1.1128368377685547,0.6099991798400879,1.1739697456359863,0.5853999853134155,6.862258496284485
CNN - Control,CNN, Control,12,1.081061601638794,0.6215165853500366,1.1130945682525635,0.6096000075340271,7.486100177764893
CNN - Control,CNN, Control,13,1.0613737106323242,0.6298324465751648,1.140618920326233,0.5965999960899353,8.1099418592453
CNN - Control,CNN, Control,14,1.0492609739303589,0.6323695182800293,1.089786171913147,0.6191999912261963,8.733783540725709
CNN - Control,CNN, Control,15,1.0348527431488037,0.640625,1.0851739645004272,0.6225000023841858,9.357625222206115
CNN - Control,CNN, Control,16,1.0108505487442017,0.6500483155250549,1.0724719762802124,0.6273999810218811,9.981466903686524
CNN - Control,CNN, Control,17,0.9930049180984497,0.6534712910652161,1.104271411895752,0.6171999573707581,10.60530858516693
CNN - Control,CNN, Control,18,0.9852270483970642,0.6546794176101685,1.0370482206344604,0.6448999643325806,11.22915026664734
CNN - Control,CNN, Control,19,0.9634463787078857,0.6664183139801025,1.0371428728103638,0.6416999697685242,11.852991948127746
CNN - Control,CNN, Control,20,0.9548396468162537,0.667002260684967,1.0376219749450684,0.6354999542236328,12.476833629608155
CNN - Control,CNN, Control,21,0.9462645649909973,0.671230673789978,1.0502852201461792,0.6319999694824219,13.100675311088562
CNN - Control,CNN, Control,22,0.9209467768669128,0.680674135684967,1.0324862003326416,0.6413999795913696,13.72451699256897
CNN - Control,CNN, Control,23,0.9097371697425842,0.6866341829299927,0.9963985681533813,0.6521999835968018,14.348358674049377
CNN - Control,CNN, Control,24,0.8993508815765381,0.6870771646499634,0.9892857670783997,0.6524999737739563,14.972200355529786
CNN - Control,CNN, Control,25,0.8900413513183594,0.6910236477851868,0.9854851961135864,0.6548999547958374,15.596042037010193
CNN - Control,CNN, Control,26,0.8901880383491516,0.6908021569252014,0.9972408413887024,0.6496999859809875,16.2198837184906
CNN - Control,CNN, Control,27,0.8676459193229675,0.6993395686149597,0.9652127623558044,0.6633999943733215,16.843725399971007
CNN - Control,CNN, Control,28,0.8487973809242249,0.7064674496650696,0.9878081679344177,0.6577999591827393,17.467567081451417
CNN - Control,CNN, Control,29,0.8460503816604614,0.7072124481201172,0.9633166193962097,0.6736999750137329,18.091408762931824
CNN - Control,CNN, Control,30,0.8441492915153503,0.7056016325950623,0.9621194005012512,0.6714000105857849,18.71525044441223
CNN - Control,CNN, Control,31,0.8172824382781982,0.7164947986602783,0.9874369502067566,0.660099983215332,19.339092125892638
CNN - Control,CNN, Control,32,0.8210374116897583,0.7136960029602051,0.9411172866821289,0.6836999654769897,19.962933807373048
CNN - Control,CNN, Control,33,0.8062095642089844,0.7214682698249817,0.9787548184394836,0.6606999635696411,20.586775488853455
CNN - Control,CNN, Control,34,0.7916523814201355,0.7265020608901978,0.9548036456108093,0.6718999743461609,21.21061717033386
CNN - Control,CNN, Control,35,0.7925753593444824,0.7255355715751648,0.9311802983283997,0.6829999685287476,21.83445885181427
CNN - Control,CNN, Control,36,0.7702162861824036,0.73483806848526,0.9346281886100769,0.6822999715805054,22.45830053329468
CNN - Control,CNN, Control,37,0.7644492387771606,0.7348179817199707,0.9248253703117371,0.6796999573707581,23.082142214775086
CNN - Control,CNN, Control,38,0.7482125759124756,0.7420263886451721,0.9482300877571106,0.6729999780654907,23.705983896255493
CNN - Control,CNN, Control,39,0.7472476363182068,0.7430935502052307,0.9733721613883972,0.6601999998092651,24.3298255777359
CNN - Control,CNN, Control,40,0.7350206971168518,0.7480267286300659,0.956817090511322,0.671999990940094,24.95366725921631
CNN - Control,CNN, Control,41,0.7360548377037048,0.7453889846801758,0.9116116762161255,0.6830999851226807,25.577508940696717
CNN - Control,CNN, Control,42,0.7147042155265808,0.7563023567199707,0.9147259593009949,0.6913999915122986,26.201350622177124
CNN - Control,CNN, Control,43,0.7139250040054321,0.7529598474502563,0.9086312651634216,0.69159996509552,26.82519230365753
CNN - Control,CNN, Control,44,0.7023038268089294,0.7578325867652893,0.9118224382400513,0.6940999627113342,27.44903398513794
CNN - Control,CNN, Control,45,0.7065248489379883,0.7547921538352966,0.9117588996887207,0.6879000067710876,28.072875666618348
CNN - Control,CNN, Control,46,0.6886099576950073,0.7628865838050842,0.9618887305259705,0.6728999614715576,28.696717348098755
CNN - Control,CNN, Control,47,0.6863216161727905,0.7645779252052307,0.9440464377403259,0.6771000027656555,29.32055902957916
CNN - Control,CNN, Control,48,0.6683147549629211,0.7706587910652161,0.917625367641449,0.6882999539375305,29.944400711059572
CNN - Control,CNN, Control,49,0.6587295532226562,0.7757530212402344,0.8958868980407715,0.6969999670982361,30.56824239253998
CNN - Control,CNN, Control,50,0.6603561043739319,0.7735381722450256,0.9399796724319458,0.6750999689102173,31.192084074020386
CNN - Control,CNN, Control,51,0.6515329480171204,0.7773034572601318,0.9092723727226257,0.6905999779701233,31.815925755500793
CNN - Control,CNN, Control,52,0.6438788771629333,0.7808472514152527,0.8824731707572937,0.7014999985694885,32.4397674369812
CNN - Control,CNN, Control,53,0.6267966032028198,0.7862032651901245,0.8826382756233215,0.7005000114440918,33.063609118461606
CNN - Control,CNN, Control,54,0.6241776943206787,0.7866864800453186,0.9227563738822937,0.6936999559402466,33.68745079994201
CNN - Control,CNN, Control,55,0.6225390434265137,0.7863240838050842,0.9031857848167419,0.6938999891281128,34.31129248142243
CNN - Control,CNN, Control,56,0.6116734147071838,0.7900893688201904,0.9444426894187927,0.6791999936103821,34.935134162902834
CNN - Control,CNN, Control,57,0.6061816811561584,0.792767345905304,0.9822658896446228,0.6766999959945679,35.55897584438324
CNN - Control,CNN, Control,58,0.6083530783653259,0.792767345905304,0.8946059346199036,0.6961999535560608,36.18281752586365
CNN - Control,CNN, Control,59,0.5887530446052551,0.7985260486602783,0.8842126727104187,0.7037999629974365,36.806659207344055
CNN - Control,CNN, Control,60,0.5797419548034668,0.8029155731201172,0.9271630644798279,0.6836000084877014,37.43050088882446
CNN - Control,CNN, Control,61,0.5677366852760315,0.8062983155250549,0.8951460719108582,0.6985999941825867,38.05434257030487
CNN - Control,CNN, Control,62,0.573962390422821,0.8042243719100952,0.9428723454475403,0.6855999827384949,38.678184251785275
CNN - Control,CNN, Control,63,0.5599161982536316,0.8081910014152527,0.8995052576065063,0.7006999850273132,39.30202593326569
CNN - Control,CNN, Control,64,0.545420229434967,0.8153189420700073,0.8932095766067505,0.7001999616622925,39.925867614746096
CNN - Control,CNN, Control,65,0.5371944904327393,0.819325864315033,0.8850919008255005,0.7049999833106995,40.5497092962265
CNN - Control,CNN, Control,66,0.5411966443061829,0.8163256645202637,0.930073082447052,0.6955999732017517,41.17355097770691
CNN - Control,CNN, Control,67,0.5307174324989319,0.8197285532951355,0.8877310752868652,0.704800009727478,41.79739265918732
CNN - Control,CNN, Control,68,0.5310096144676208,0.8182989358901978,0.9478718042373657,0.6895999908447266,42.42123434066772
CNN - Control,CNN, Control,69,0.5218780636787415,0.8225474953651428,0.8738336563110352,0.7117999792098999,43.04507602214813
CNN - Control,CNN, Control,70,0.5154070854187012,0.8272994160652161,0.8916918039321899,0.7042999863624573,43.66891770362854
CNN - Control,CNN, Control,71,0.5098226070404053,0.8247624039649963,0.9169126749038696,0.7005999684333801,44.29275938510895
CNN - Control,CNN, Control,72,0.5230840444564819,0.8183794617652893,0.9231114387512207,0.6967999935150146,44.91660106658936
CNN - Control,CNN, Control,73,0.49103111028671265,0.8342058658599854,0.893273651599884,0.7049999833106995,45.540442748069765
CNN - Control,CNN, Control,74,0.48405739665031433,0.8379308581352234,0.9333861470222473,0.6935999989509583,46.16428442955017
CNN - Control,CNN, Control,75,0.4822535812854767,0.8363200426101685,0.8902004361152649,0.7085999846458435,46.78812611103058
CNN - Control,CNN, Control,76,0.4797978699207306,0.8374274969100952,0.9355749487876892,0.6990000009536743,47.411967792510985
CNN - Control,CNN, Control,77,0.46729418635368347,0.8427029252052307,0.9054178595542908,0.704800009727478,48.03580947399139
CNN - Control,CNN, Control,78,0.4537055194377899,0.8487435579299927,0.8980357050895691,0.7044000029563904,48.6596511554718
CNN - Control,CNN, Control,79,0.4521222412586212,0.8495287895202637,0.8913760185241699,0.7093999981880188,49.283492836952206
CNN - Control,CNN, Control,80,0.4419161379337311,0.8523276448249817,0.9713172316551208,0.6940000057220459,49.90733451843262
CNN - Control,CNN, Control,81,0.449270099401474,0.8486831188201904,0.9261976480484009,0.7028999924659729,50.53117619991303
CNN - Control,CNN, Control,82,0.4287733733654022,0.857562780380249,0.9296191334724426,0.6960999965667725,51.155017881393434
CNN - Control,CNN, Control,83,0.4329301118850708,0.8553881645202637,0.9045991897583008,0.7066999673843384,51.77885956287384
CNN - Control,CNN, Control,84,0.42587485909461975,0.8564553260803223,0.9206817746162415,0.703000009059906,52.40270124435425
CNN - Control,CNN, Control,85,0.4394981861114502,0.8490455746650696,0.9591477513313293,0.6929000020027161,53.026542925834654
CNN - Control,CNN, Control,86,0.4188164174556732,0.8594152331352234,0.9141244292259216,0.7060999870300293,53.65038460731506
CNN - Control,CNN, Control,87,0.4058268964290619,0.864569902420044,0.9688021540641785,0.6923999786376953,54.27422628879547
CNN - Control,CNN, Control,88,0.3959064483642578,0.8705500960350037,0.9094941020011902,0.708299994468689,54.89806797027588
CNN - Control,CNN, Control,89,0.39677998423576355,0.868637204170227,0.9205218553543091,0.7080999612808228,55.52190965175629
CNN - Control,CNN, Control,90,0.3822261691093445,0.875140905380249,0.9719790816307068,0.6977999806404114,56.145751333236696
CNN - Control,CNN, Control,91,0.3882596492767334,0.8719394207000732,0.949367344379425,0.7046999931335449,56.7695930147171
CNN - Control,CNN, Control,92,0.3791899085044861,0.8746979236602783,0.9288248419761658,0.7077999711036682,57.39343469619751
CNN - Control,CNN, Control,93,0.35515257716178894,0.8864771127700806,0.9310378432273865,0.7038999795913696,58.017276377677916
CNN - Control,CNN, Control,94,0.3646222949028015,0.8791075944900513,1.034862995147705,0.6836999654769897,58.64111805915832
CNN - Control,CNN, Control,95,0.36472591757774353,0.8799935579299927,0.9723634123802185,0.6973999738693237,59.26495974063873
CNN - Control,CNN, Control,96,0.3651989996433258,0.8804767727851868,0.9933907389640808,0.6973999738693237,59.888801422119144
CNN - Control,CNN, Control,97,0.3469706177711487,0.8879872560501099,1.0296213626861572,0.6897000074386597,60.51264310359955
CNN - Control,CNN, Control,98,0.3661758005619049,0.8757650852203369,0.9892280697822571,0.6990999579429626,61.13648478507996
CNN - Control,CNN, Control,99,0.34702491760253906,0.8851683139801025,0.9714544415473938,0.7026999592781067,61.760326466560365
CNN - Control,CNN, Control,100,0.3342030346393585,0.8926385045051575,0.9674938321113586,0.7044000029563904,62.38416814804077
MLP - self,MLP, self,1,1.6863187551498413,0.4017799496650696,1.5256825685501099,0.4640999734401703,0.26814045906066897
MLP - self,MLP, self,2,1.4502973556518555,0.48848259449005127,1.4168322086334229,0.4983999729156494,0.5362809181213379
MLP - self,MLP, self,3,1.33881413936615,0.5284914374351501,1.400992751121521,0.5072999596595764,0.8044213771820068
MLP - self,MLP, self,4,1.2504427433013916,0.5586742758750916,1.3607243299484253,0.5270999670028687,1.0725618362426759
MLP - self,MLP, self,5,1.1785873174667358,0.583340048789978,1.3723139762878418,0.5157999992370605,1.3407022953033447
MLP - self,MLP, self,6,1.1111317873001099,0.6072809100151062,1.35138738155365,0.5338999629020691,1.6088427543640136
MLP - self,MLP, self,7,1.0518532991409302,0.6303157210350037,1.3538377285003662,0.536799967288971,1.8769832134246827
MLP - self,MLP, self,8,1.0028131008148193,0.6478132605552673,1.37570321559906,0.5375999808311462,2.1451236724853517
MLP - self,MLP, self,9,0.940719485282898,0.6684519648551941,1.3943896293640137,0.5343999862670898,2.4132641315460206
MLP - self,MLP, self,10,0.8825042843818665,0.6878623962402344,1.4330304861068726,0.5408999919891357,2.6814045906066895
MLP - self,MLP, self,11,0.8376864790916443,0.7040511965751648,1.4559377431869507,0.535099983215332,2.9495450496673583
MLP - self,MLP, self,12,0.7808312177658081,0.7233408093452454,1.4696977138519287,0.5378999710083008,3.217685508728027
MLP - self,MLP, self,13,0.7409921884536743,0.735683798789978,1.5583511590957642,0.536899983882904,3.4858259677886965
MLP - self,MLP, self,14,0.6861220598220825,0.756966769695282,1.57637619972229,0.5374999642372131,3.7539664268493653
MLP - self,MLP, self,15,0.6433811783790588,0.7734375,1.5994625091552734,0.5306000113487244,4.022106885910034
MLP - self,MLP, self,16,0.6052188277244568,0.7866261005401611,1.7396987676620483,0.5392000079154968,4.2902473449707035
MLP - self,MLP, self,17,0.564740777015686,0.799613356590271,1.7546933889389038,0.5351999998092651,4.558387804031372
MLP - self,MLP, self,18,0.5119394063949585,0.8193862438201904,1.8931201696395874,0.5271999835968018,4.826528263092041
MLP - self,MLP, self,19,0.4917200207710266,0.8247019648551941,1.9184740781784058,0.5345999598503113,5.09466872215271
MLP - self,MLP, self,20,0.45739495754241943,0.8380919694900513,1.9437878131866455,0.5295999646186829,5.362809181213379
MLP - self,MLP, self,21,0.4326344430446625,0.8471729755401611,2.1385645866394043,0.5216999650001526,5.630949640274048
MLP - self,MLP, self,22,0.4079954922199249,0.8575024008750916,2.1765451431274414,0.5242999792098999,5.899090099334717
MLP - self,MLP, self,23,0.38901621103286743,0.8619925379753113,2.157729387283325,0.5335000157356262,6.167230558395386
MLP - self,MLP, self,24,0.36107611656188965,0.8711541295051575,2.2964251041412354,0.5277999639511108,6.435371017456054
MLP - self,MLP, self,25,0.3318926990032196,0.8831145167350769,2.3700034618377686,0.5299999713897705,6.703511476516724
MLP - self,MLP, self,26,0.3144064247608185,0.8885107636451721,2.439756393432617,0.5203999876976013,6.971651935577393
MLP - self,MLP, self,27,0.2993905544281006,0.8934439420700073,2.5771126747131348,0.5230000019073486,7.239792394638061
MLP - self,MLP, self,28,0.28183236718177795,0.8999677300453186,2.595127820968628,0.5224999785423279,7.507932853698731
MLP - self,MLP, self,29,0.25151917338371277,0.9126731157302856,2.7147438526153564,0.5304999947547913,7.776073312759399
MLP - self,MLP, self,30,0.23238424956798553,0.91843181848526,2.917753219604492,0.5254999995231628,8.044213771820068
MLP - self,MLP, self,31,0.2462359517812729,0.9122905731201172,2.9403281211853027,0.5194999575614929,8.312354230880738
MLP - self,MLP, self,32,0.24597330391407013,0.9130355715751648,3.0395824909210205,0.5198000073432922,8.580494689941407
MLP - self,MLP, self,33,0.24292457103729248,0.9139819145202637,3.0174944400787354,0.5166999697685242,8.848635149002074
MLP - self,MLP, self,34,0.21030613780021667,0.9269289374351501,3.1547391414642334,0.5178999900817871,9.116775608062744
MLP - self,MLP, self,35,0.20599748194217682,0.9273920655250549,3.1823854446411133,0.5209999680519104,9.384916067123413
